證券代碼	簡稱	年月日	收盤價
Y9999  	加權指數     	20131018	 8441.19
Y9999  	加權指數     	20131021	 8419.32
Y9999  	加權指數     	20131022	 8418.27
Y9999  	加權指數     	20131023	 8393.62
Y9999  	加權指數     	20131024	 8413.72
Y9999  	加權指數     	20131025	 8346.62
Y9999  	加權指數     	20131028	 8407.83
Y9999  	加權指數     	20131029	 8420.98
Y9999  	加權指數     	20131030	 8465.06
Y9999  	加權指數     	20131031	 8450.06
Y9999  	加權指數     	20131101	 8388.18
Y9999  	加權指數     	20131104	 8354.14
Y9999  	加權指數     	20131105	 8262.20
Y9999  	加權指數     	20131106	 8281.97
Y9999  	加權指數     	20131107	 8283.71
Y9999  	加權指數     	20131108	 8229.59
Y9999  	加權指數     	20131111	 8182.56
Y9999  	加權指數     	20131112	 8195.26
Y9999  	加權指數     	20131113	 8104.26
Y9999  	加權指數     	20131114	 8134.91
Y9999  	加權指數     	20131115	 8177.12
Y9999  	加權指數     	20131118	 8191.46
Y9999  	加權指數     	20131119	 8260.21
Y9999  	加權指數     	20131120	 8204.46
Y9999  	加權指數     	20131121	 8099.45
Y9999  	加權指數     	20131122	 8116.78
Y9999  	加權指數     	20131125	 8187.51
Y9999  	加權指數     	20131126	 8248.02
Y9999  	加權指數     	20131127	 8295.88
Y9999  	加權指數     	20131128	 8362.43
Y9999  	加權指數     	20131129	 8406.83
Y9999  	加權指數     	20131202	 8414.61
Y9999  	加權指數     	20131203	 8392.55
Y9999  	加權指數     	20131204	 8418.00
Y9999  	加權指數     	20131205	 8375.54
Y9999  	加權指數     	20131206	 8367.72
Y9999  	加權指數     	20131209	 8444.62
Y9999  	加權指數     	20131210	 8443.39
Y9999  	加權指數     	20131211	 8433.77
Y9999  	加權指數     	20131212	 8361.33
Y9999  	加權指數     	20131213	 8376.94
Y9999  	加權指數     	20131216	 8313.87
Y9999  	加權指數     	20131217	 8352.93
Y9999  	加權指數     	20131218	 8349.04
Y9999  	加權指數     	20131219	 8407.40
Y9999  	加權指數     	20131220	 8408.53
Y9999  	加權指數     	20131223	 8456.46
Y9999  	加權指數     	20131224	 8450.49
Y9999  	加權指數     	20131225	 8467.76
Y9999  	加權指數     	20131226	 8485.89
Y9999  	加權指數     	20131227	 8535.04
Y9999  	加權指數     	20131230	 8623.43
Y9999  	加權指數     	20131231	 8611.51
Y9999  	加權指數     	20140102	 8612.54
Y9999  	加權指數     	20140103	 8546.54
Y9999  	加權指數     	20140106	 8500.01
Y9999  	加權指數     	20140107	 8512.30
Y9999  	加權指數     	20140108	 8556.01
Y9999  	加權指數     	20140109	 8514.68
Y9999  	加權指數     	20140110	 8529.35
Y9999  	加權指數     	20140113	 8566.20
Y9999  	加權指數     	20140114	 8548.14
Y9999  	加權指數     	20140115	 8602.55
Y9999  	加權指數     	20140116	 8612.11
Y9999  	加權指數     	20140117	 8596.00
Y9999  	加權指數     	20140120	 8621.56
Y9999  	加權指數     	20140121	 8599.90
Y9999  	加權指數     	20140122	 8625.30
Y9999  	加權指數     	20140123	 8595.10
Y9999  	加權指數     	20140124	 8598.31
Y9999  	加權指數     	20140127	 8462.57
Y9999  	加權指數     	20140205	 8264.48
Y9999  	加權指數     	20140206	 8311.01
Y9999  	加權指數     	20140207	 8387.35
Y9999  	加權指數     	20140210	 8391.95
Y9999  	加權指數     	20140211	 8430.56
Y9999  	加權指數     	20140212	 8510.87
Y9999  	加權指數     	20140213	 8467.70
Y9999  	加權指數     	20140214	 8513.68
Y9999  	加權指數     	20140217	 8519.55
Y9999  	加權指數     	20140218	 8556.23
Y9999  	加權指數     	20140219	 8577.01
Y9999  	加權指數     	20140220	 8524.62
Y9999  	加權指數     	20140221	 8601.86
Y9999  	加權指數     	20140224	 8560.61
Y9999  	加權指數     	20140225	 8575.62
Y9999  	加權指數     	20140226	 8600.86
Y9999  	加權指數     	20140227	 8639.58
Y9999  	加權指數     	20140303	 8601.98
Y9999  	加權指數     	20140304	 8554.54
Y9999  	加權指數     	20140305	 8632.93
Y9999  	加權指數     	20140306	 8713.79
Y9999  	加權指數     	20140307	 8713.96
Y9999  	加權指數     	20140310	 8665.24
Y9999  	加權指數     	20140311	 8702.33
Y9999  	加權指數     	20140312	 8684.73
Y9999  	加權指數     	20140313	 8747.79
Y9999  	加權指數     	20140314	 8687.63
Y9999  	加權指數     	20140317	 8700.10
Y9999  	加權指數     	20140318	 8731.94
Y9999  	加權指數     	20140319	 8689.46
Y9999  	加權指數     	20140320	 8597.33
Y9999  	加權指數     	20140321	 8577.17
Y9999  	加權指數     	20140324	 8605.38
Y9999  	加權指數     	20140325	 8689.30
Y9999  	加權指數     	20140326	 8737.27
Y9999  	加權指數     	20140327	 8779.57
Y9999  	加權指數     	20140328	 8774.64
Y9999  	加權指數     	20140331	 8849.28
Y9999  	加權指數     	20140401	 8873.15
Y9999  	加權指數     	20140402	 8905.45
Y9999  	加權指數     	20140403	 8888.54
Y9999  	加權指數     	20140407	 8876.44
Y9999  	加權指數     	20140408	 8888.25
Y9999  	加權指數     	20140409	 8930.57
Y9999  	加權指數     	20140410	 8948.10
Y9999  	加權指數     	20140411	 8908.05
Y9999  	加權指數     	20140414	 8857.42
Y9999  	加權指數     	20140415	 8916.71
Y9999  	加權指數     	20140416	 8923.82
Y9999  	加權指數     	20140417	 8944.16
Y9999  	加權指數     	20140418	 8966.66
Y9999  	加權指數     	20140421	 8951.19
Y9999  	加權指數     	20140422	 8974.71
Y9999  	加權指數     	20140423	 8956.92
Y9999  	加權指數     	20140424	 8945.45
Y9999  	加權指數     	20140425	 8774.12
Y9999  	加權指數     	20140428	 8809.71
Y9999  	加權指數     	20140429	 8872.11
Y9999  	加權指數     	20140430	 8791.44
Y9999  	加權指數     	20140502	 8867.32
Y9999  	加權指數     	20140505	 8870.43
Y9999  	加權指數     	20140506	 8912.39
Y9999  	加權指數     	20140507	 8893.22
Y9999  	加權指數     	20140508	 8930.90
Y9999  	加權指數     	20140509	 8889.69
Y9999  	加權指數     	20140512	 8808.61
Y9999  	加權指數     	20140513	 8817.94
Y9999  	加權指數     	20140514	 8875.16
Y9999  	加權指數     	20140515	 8880.65
Y9999  	加權指數     	20140516	 8888.45
Y9999  	加權指數     	20140519	 8899.90
Y9999  	加權指數     	20140520	 8887.79
Y9999  	加權指數     	20140521	 8862.42
Y9999  	加權指數     	20140522	 8969.63
Y9999  	加權指數     	20140523	 9008.22
Y9999  	加權指數     	20140526	 9036.12
Y9999  	加權指數     	20140527	 9055.29
Y9999  	加權指數     	20140528	 9121.71
Y9999  	加權指數     	20140529	 9109.00
Y9999  	加權指數     	20140530	 9075.91
Y9999  	加權指數     	20140603	 9123.46
Y9999  	加權指數     	20140604	 9119.96
Y9999  	加權指數     	20140605	 9140.72
Y9999  	加權指數     	20140606	 9134.46
Y9999  	加權指數     	20140609	 9162.74
Y9999  	加權指數     	20140610	 9222.37
Y9999  	加權指數     	20140611	 9229.80
Y9999  	加權指數     	20140612	 9204.65
Y9999  	加權指數     	20140613	 9196.39
Y9999  	加權指數     	20140616	 9202.93
Y9999  	加權指數     	20140617	 9240.60
Y9999  	加權指數     	20140618	 9279.93
Y9999  	加權指數     	20140619	 9316.81
Y9999  	加權指數     	20140620	 9273.79
Y9999  	加權指數     	20140623	 9228.35
Y9999  	加權指數     	20140624	 9246.20
Y9999  	加權指數     	20140625	 9242.16
Y9999  	加權指數     	20140626	 9320.94
Y9999  	加權指數     	20140627	 9306.83
Y9999  	加權指數     	20140630	 9393.07
Y9999  	加權指數     	20140701	 9441.92
Y9999  	加權指數     	20140702	 9484.96
Y9999  	加權指數     	20140703	 9526.23
Y9999  	加權指數     	20140704	 9510.05
Y9999  	加權指數     	20140707	 9520.20
Y9999  	加權指數     	20140708	 9530.98
Y9999  	加權指數     	20140709	 9489.98
Y9999  	加權指數     	20140710	 9565.12
Y9999  	加權指數     	20140711	 9495.84
Y9999  	加權指數     	20140714	 9520.30
Y9999  	加權指數     	20140715	 9569.17
Y9999  	加權指數     	20140716	 9484.73
Y9999  	加權指數     	20140717	 9408.24
Y9999  	加權指數     	20140718	 9400.97
Y9999  	加權指數     	20140721	 9440.97
Y9999  	加權指數     	20140722	 9499.36
Y9999  	加權指數     	20140724	 9527.54
Y9999  	加權指數     	20140725	 9439.29
Y9999  	加權指數     	20140728	 9420.18
Y9999  	加權指數     	20140729	 9391.88
Y9999  	加權指數     	20140730	 9447.02
Y9999  	加權指數     	20140731	 9315.85
Y9999  	加權指數     	20140801	 9266.51
Y9999  	加權指數     	20140804	 9330.19
Y9999  	加權指數     	20140805	 9141.44
Y9999  	加權指數     	20140806	 9143.97
Y9999  	加權指數     	20140807	 9131.44
Y9999  	加權指數     	20140808	 9085.96
Y9999  	加權指數     	20140811	 9172.91
Y9999  	加權指數     	20140812	 9163.12
Y9999  	加權指數     	20140813	 9231.31
Y9999  	加權指數     	20140814	 9230.61
Y9999  	加權指數     	20140815	 9206.81
Y9999  	加權指數     	20140818	 9141.31
Y9999  	加權指數     	20140819	 9243.78
Y9999  	加權指數     	20140820	 9288.05
Y9999  	加權指數     	20140821	 9253.38
Y9999  	加權指數     	20140822	 9380.10
Y9999  	加權指數     	20140825	 9390.62
Y9999  	加權指數     	20140826	 9393.96
Y9999  	加權指數     	20140827	 9485.59
Y9999  	加權指數     	20140828	 9478.37
Y9999  	加權指數     	20140829	 9436.27
Y9999  	加權指數     	20140901	 9513.06
Y9999  	加權指數     	20140902	 9399.72
Y9999  	加權指數     	20140903	 9450.35
Y9999  	加權指數     	20140904	 9428.89
Y9999  	加權指數     	20140905	 9407.94
Y9999  	加權指數     	20140909	 9434.77
Y9999  	加權指數     	20140910	 9357.61
Y9999  	加權指數     	20140911	 9322.95
Y9999  	加權指數     	20140912	 9223.18
Y9999  	加權指數     	20140915	 9217.46
Y9999  	加權指數     	20140916	 9133.40
Y9999  	加權指數     	20140917	 9195.17
Y9999  	加權指數     	20140918	 9237.03
Y9999  	加權指數     	20140919	 9240.45
Y9999  	加權指數     	20140922	 9134.65
Y9999  	加權指數     	20140923	 9084.90
Y9999  	加權指數     	20140924	 9098.49
Y9999  	加權指數     	20140925	 9011.59
Y9999  	加權指數     	20140926	 8989.82
Y9999  	加權指數     	20140929	 8960.76
Y9999  	加權指數     	20140930	 8966.92
Y9999  	加權指數     	20141001	 8990.26
Y9999  	加權指數     	20141002	 8975.19
Y9999  	加權指數     	20141003	 9106.28
Y9999  	加權指數     	20141006	 9095.14
Y9999  	加權指數     	20141007	 9040.81
Y9999  	加權指數     	20141008	 8955.18
Y9999  	加權指數     	20141009	 8966.44
Y9999  	加權指數     	20141013	 8711.39
Y9999  	加權指數     	20141014	 8768.39
Y9999  	加權指數     	20141015	 8655.51
Y9999  	加權指數     	20141016	 8633.69
Y9999  	加權指數     	20141017	 8512.88
Y9999  	加權指數     	20141020	 8663.14
Y9999  	加權指數     	20141021	 8654.64
Y9999  	加權指數     	20141022	 8748.83
Y9999  	加權指數     	20141023	 8731.07
Y9999  	加權指數     	20141024	 8646.01
Y9999  	加權指數     	20141027	 8627.78
Y9999  	加權指數     	20141028	 8773.55
Y9999  	加權指數     	20141029	 8903.68
Y9999  	加權指數     	20141030	 8888.07
Y9999  	加權指數     	20141031	 8974.76
Y9999  	加權指數     	20141103	 9004.86
Y9999  	加權指數     	20141104	 8989.18
Y9999  	加權指數     	20141105	 8962.60
Y9999  	加權指數     	20141106	 8891.02
Y9999  	加權指數     	20141107	 8912.62
Y9999  	加權指數     	20141110	 9049.98
Y9999  	加權指數     	20141111	 9034.14
Y9999  	加權指數     	20141112	 8918.95
Y9999  	加權指數     	20141113	 8980.67
Y9999  	加權指數     	20141114	 8982.88
Y9999  	加權指數     	20141117	 8884.39
Y9999  	加權指數     	20141118	 8859.07
Y9999  	加權指數     	20141119	 8963.24
Y9999  	加權指數     	20141120	 9078.87
Y9999  	加權指數     	20141121	 9091.53
Y9999  	加權指數     	20141124	 9122.33
Y9999  	加權指數     	20141125	 9116.24
Y9999  	加權指數     	20141126	 9122.39
Y9999  	加權指數     	20141127	 9165.31
Y9999  	加權指數     	20141128	 9187.15
Y9999  	加權指數     	20141201	 9117.71
Y9999  	加權指數     	20141202	 9034.79
Y9999  	加權指數     	20141203	 9175.26
Y9999  	加權指數     	20141204	 9225.11
Y9999  	加權指數     	20141205	 9206.57
Y9999  	加權指數     	20141208	 9187.29
Y9999  	加權指數     	20141209	 9128.90
Y9999  	加權指數     	20141210	 9032.16
Y9999  	加權指數     	20141211	 9013.07
Y9999  	加權指數     	20141212	 9027.33
Y9999  	加權指數     	20141215	 8985.63
Y9999  	加權指數     	20141216	 8950.91
Y9999  	加權指數     	20141217	 8828.36
Y9999  	加權指數     	20141218	 8878.63
Y9999  	加權指數     	20141219	 8999.52
Y9999  	加權指數     	20141222	 9095.00
Y9999  	加權指數     	20141223	 9097.71
Y9999  	加權指數     	20141224	 9186.18
Y9999  	加權指數     	20141225	 9158.70
Y9999  	加權指數     	20141226	 9214.07
Y9999  	加權指數     	20141227	 9218.50
Y9999  	加權指數     	20141229	 9286.28
Y9999  	加權指數     	20141230	 9268.43
Y9999  	加權指數     	20141231	 9307.26
Y9999  	加權指數     	20150105	 9274.11
Y9999  	加權指數     	20150106	 9048.34
Y9999  	加權指數     	20150107	 9080.09
Y9999  	加權指數     	20150108	 9238.03
Y9999  	加權指數     	20150109	 9215.58
Y9999  	加權指數     	20150112	 9178.30
Y9999  	加權指數     	20150113	 9231.80
Y9999  	加權指數     	20150114	 9180.23
Y9999  	加權指數     	20150115	 9165.09
Y9999  	加權指數     	20150116	 9138.29
Y9999  	加權指數     	20150119	 9174.06
Y9999  	加權指數     	20150120	 9251.69
Y9999  	加權指數     	20150121	 9319.71
Y9999  	加權指數     	20150122	 9369.51
Y9999  	加權指數     	20150123	 9470.94
Y9999  	加權指數     	20150126	 9477.67
Y9999  	加權指數     	20150127	 9521.59
Y9999  	加權指數     	20150128	 9510.92
Y9999  	加權指數     	20150129	 9426.90
Y9999  	加權指數     	20150130	 9361.91
Y9999  	加權指數     	20150202	 9386.99
Y9999  	加權指數     	20150203	 9448.73
Y9999  	加權指數     	20150204	 9513.92
Y9999  	加權指數     	20150205	 9512.05
Y9999  	加權指數     	20150206	 9456.18
Y9999  	加權指數     	20150209	 9421.50
Y9999  	加權指數     	20150210	 9393.70
Y9999  	加權指數     	20150211	 9462.22
Y9999  	加權指數     	20150212	 9496.31
Y9999  	加權指數     	20150213	 9529.51
Y9999  	加權指數     	20150224	 9629.37
Y9999  	加權指數     	20150225	 9699.54
Y9999  	加權指數     	20150226	 9622.10
Y9999  	加權指數     	20150302	 9601.36
Y9999  	加權指數     	20150303	 9605.77
Y9999  	加權指數     	20150304	 9621.73
Y9999  	加權指數     	20150305	 9595.09
Y9999  	加權指數     	20150306	 9645.77
Y9999  	加權指數     	20150309	 9562.98
Y9999  	加權指數     	20150310	 9536.53
Y9999  	加權指數     	20150311	 9523.18
Y9999  	加權指數     	20150312	 9596.00
Y9999  	加權指數     	20150313	 9579.35
Y9999  	加權指數     	20150316	 9512.91
Y9999  	加權指數     	20150317	 9539.44
Y9999  	加權指數     	20150318	 9653.43
Y9999  	加權指數     	20150319	 9736.73
Y9999  	加權指數     	20150320	 9749.69
Y9999  	加權指數     	20150323	 9758.09
Y9999  	加權指數     	20150324	 9731.66
Y9999  	加權指數     	20150325	 9667.83
Y9999  	加權指數     	20150326	 9619.12
Y9999  	加權指數     	20150327	 9503.72
Y9999  	加權指數     	20150330	 9521.87
Y9999  	加權指數     	20150331	 9586.44
Y9999  	加權指數     	20150401	 9507.66
Y9999  	加權指數     	20150402	 9600.32
Y9999  	加權指數     	20150407	 9641.90
Y9999  	加權指數     	20150408	 9571.97
Y9999  	加權指數     	20150409	 9568.04
Y9999  	加權指數     	20150410	 9617.70
Y9999  	加權指數     	20150413	 9666.52
Y9999  	加權指數     	20150414	 9642.22
Y9999  	加權指數     	20150415	 9540.06
Y9999  	加權指數     	20150416	 9656.87
Y9999  	加權指數     	20150417	 9570.93
Y9999  	加權指數     	20150420	 9552.85
Y9999  	加權指數     	20150421	 9533.98
Y9999  	加權指數     	20150422	 9613.00
Y9999  	加權指數     	20150423	 9797.49
Y9999  	加權指數     	20150424	 9913.28
Y9999  	加權指數     	20150427	 9973.12
Y9999  	加權指數     	20150428	 9956.83
Y9999  	加權指數     	20150429	 9853.83
Y9999  	加權指數     	20150430	 9820.05
Y9999  	加權指數     	20150504	 9845.04
Y9999  	加權指數     	20150505	 9820.13
Y9999  	加權指數     	20150506	 9818.20
Y9999  	加權指數     	20150507	 9704.11
Y9999  	加權指數     	20150508	 9692.00
Y9999  	加權指數     	20150511	 9663.72
Y9999  	加權指數     	20150512	 9680.73
Y9999  	加權指數     	20150513	 9724.11
Y9999  	加權指數     	20150514	 9610.83
Y9999  	加權指數     	20150515	 9579.48
Y9999  	加權指數     	20150518	 9606.10
Y9999  	加權指數     	20150519	 9716.77
Y9999  	加權指數     	20150520	 9685.31
Y9999  	加權指數     	20150521	 9578.56
Y9999  	加權指數     	20150522	 9638.80
Y9999  	加權指數     	20150525	 9645.17
Y9999  	加權指數     	20150526	 9669.41
Y9999  	加權指數     	20150527	 9693.54
Y9999  	加權指數     	20150528	 9712.84
Y9999  	加權指數     	20150529	 9701.07
Y9999  	加權指數     	20150601	 9625.69
Y9999  	加權指數     	20150602	 9614.26
Y9999  	加權指數     	20150603	 9556.52
Y9999  	加權指數     	20150604	 9348.63
Y9999  	加權指數     	20150605	 9340.13
Y9999  	加權指數     	20150608	 9368.43
Y9999  	加權指數     	20150609	 9191.87
Y9999  	加權指數     	20150610	 9298.50
Y9999  	加權指數     	20150611	 9302.49
Y9999  	加權指數     	20150612	 9301.93
Y9999  	加權指數     	20150615	 9259.48
Y9999  	加權指數     	20150616	 9212.78
Y9999  	加權指數     	20150617	 9189.83
Y9999  	加權指數     	20150618	 9218.37
Y9999  	加權指數     	20150622	 9341.77
Y9999  	加權指數     	20150623	 9391.14
Y9999  	加權指數     	20150624	 9397.31
Y9999  	加權指數     	20150625	 9476.34
Y9999  	加權指數     	20150626	 9462.57
Y9999  	加權指數     	20150629	 9236.10
Y9999  	加權指數     	20150630	 9323.02
Y9999  	加權指數     	20150701	 9375.23
Y9999  	加權指數     	20150702	 9379.24
Y9999  	加權指數     	20150703	 9358.23
Y9999  	加權指數     	20150706	 9255.96
Y9999  	加權指數     	20150707	 9250.16
Y9999  	加權指數     	20150708	 8976.11
Y9999  	加權指數     	20150709	 8914.13
Y9999  	加權指數     	20150713	 9033.92
Y9999  	加權指數     	20150714	 9041.76
Y9999  	加權指數     	20150715	 9054.20
Y9999  	加權指數     	20150716	 9042.21
Y9999  	加權指數     	20150717	 9045.98
Y9999  	加權指數     	20150720	 8975.00
Y9999  	加權指數     	20150721	 9005.96
Y9999  	加權指數     	20150722	 8918.70
Y9999  	加權指數     	20150723	 8791.12
Y9999  	加權指數     	20150724	 8767.86
Y9999  	加權指數     	20150727	 8556.68
Y9999  	加權指數     	20150728	 8582.49
Y9999  	加權指數     	20150729	 8563.48
Y9999  	加權指數     	20150730	 8651.49
Y9999  	加權指數     	20150731	 8665.34
Y9999  	加權指數     	20150803	 8524.41
Y9999  	加權指數     	20150804	 8510.86
Y9999  	加權指數     	20150805	 8542.27
Y9999  	加權指數     	20150806	 8449.56
Y9999  	加權指數     	20150807	 8442.29
Y9999  	加權指數     	20150810	 8466.84
Y9999  	加權指數     	20150811	 8394.14
Y9999  	加權指數     	20150812	 8283.38
Y9999  	加權指數     	20150813	 8311.74
Y9999  	加權指數     	20150814	 8305.64
Y9999  	加權指數     	20150817	 8213.42
Y9999  	加權指數     	20150818	 8177.22
Y9999  	加權指數     	20150819	 8021.84
Y9999  	加權指數     	20150820	 8029.81
Y9999  	加權指數     	20150821	 7786.92
Y9999  	加權指數     	20150824	 7410.34
Y9999  	加權指數     	20150825	 7675.64
Y9999  	加權指數     	20150826	 7715.59
Y9999  	加權指數     	20150827	 7824.55
Y9999  	加權指數     	20150828	 8019.18
Y9999  	加權指數     	20150831	 8174.92
Y9999  	加權指數     	20150901	 8017.56
Y9999  	加權指數     	20150902	 8035.29
Y9999  	加權指數     	20150903	 8095.95
Y9999  	加權指數     	20150904	 8000.60
Y9999  	加權指數     	20150907	 7986.56
Y9999  	加權指數     	20150908	 8001.50
Y9999  	加權指數     	20150909	 8286.92
Y9999  	加權指數     	20150910	 8268.68
Y9999  	加權指數     	20150911	 8305.82
Y9999  	加權指數     	20150914	 8307.29
Y9999  	加權指數     	20150915	 8259.99
Y9999  	加權指數     	20150916	 8333.29
Y9999  	加權指數     	20150917	 8445.50
Y9999  	加權指數     	20150918	 8462.14
Y9999  	加權指數     	20150921	 8307.04
Y9999  	加權指數     	20150922	 8365.92
Y9999  	加權指數     	20150923	 8193.42
Y9999  	加權指數     	20150924	 8123.10
Y9999  	加權指數     	20150925	 8132.35
Y9999  	加權指數     	20150930	 8181.24
Y9999  	加權指數     	20151001	 8295.94
Y9999  	加權指數     	20151002	 8305.03
Y9999  	加權指數     	20151005	 8352.36
Y9999  	加權指數     	20151006	 8394.10
Y9999  	加權指數     	20151007	 8495.23
Y9999  	加權指數     	20151008	 8445.96
Y9999  	加權指數     	20151012	 8573.72
Y9999  	加權指數     	20151013	 8567.92
Y9999  	加權指數     	20151014	 8522.51
Y9999  	加權指數     	20151015	 8601.52
Y9999  	加權指數     	20151016	 8604.95
Y9999  	加權指數     	20151019	 8631.50
Y9999  	加權指數     	20151020	 8653.60
Y9999  	加權指數     	20151021	 8609.23
Y9999  	加權指數     	20151022	 8608.46
Y9999  	加權指數     	20151023	 8673.81
Y9999  	加權指數     	20151026	 8745.36
Y9999  	加權指數     	20151027	 8701.32
Y9999  	加權指數     	20151028	 8665.99
Y9999  	加權指數     	20151029	 8571.08
Y9999  	加權指數     	20151030	 8554.31
Y9999  	加權指數     	20151102	 8614.77
Y9999  	加權指數     	20151103	 8713.19
Y9999  	加權指數     	20151104	 8857.02
Y9999  	加權指數     	20151105	 8850.18
Y9999  	加權指數     	20151106	 8693.57
Y9999  	加權指數     	20151109	 8642.48
Y9999  	加權指數     	20151110	 8536.90
Y9999  	加權指數     	20151111	 8415.01
Y9999  	加權指數     	20151112	 8428.09
Y9999  	加權指數     	20151113	 8329.50
Y9999  	加權指數     	20151116	 8295.40
Y9999  	加權指數     	20151117	 8419.42
Y9999  	加權指數     	20151118	 8340.47
Y9999  	加權指數     	20151119	 8477.20
Y9999  	加權指數     	20151120	 8465.45
Y9999  	加權指數     	20151123	 8485.73
Y9999  	加權指數     	20151124	 8400.14
Y9999  	加權指數     	20151125	 8386.13
Y9999  	加權指數     	20151126	 8484.90
Y9999  	加權指數     	20151127	 8398.40
Y9999  	加權指數     	20151130	 8320.61
Y9999  	加權指數     	20151201	 8463.30
Y9999  	加權指數     	20151202	 8457.40
Y9999  	加權指數     	20151203	 8456.06
Y9999  	加權指數     	20151204	 8398.60
Y9999  	加權指數     	20151207	 8454.27
Y9999  	加權指數     	20151208	 8343.86
Y9999  	加權指數     	20151209	 8229.62
Y9999  	加權指數     	20151210	 8216.17
Y9999  	加權指數     	20151211	 8115.89
Y9999  	加權指數     	20151214	 8040.16
Y9999  	加權指數     	20151215	 8073.35
Y9999  	加權指數     	20151216	 8184.66
Y9999  	加權指數     	20151217	 8319.67
Y9999  	加權指數     	20151218	 8257.32
Y9999  	加權指數     	20151221	 8282.17
Y9999  	加權指數     	20151222	 8292.74
Y9999  	加權指數     	20151223	 8315.70
Y9999  	加權指數     	20151224	 8324.36
Y9999  	加權指數     	20151225	 8363.28
Y9999  	加權指數     	20151228	 8358.49
Y9999  	加權指數     	20151229	 8293.91
Y9999  	加權指數     	20151230	 8279.99
Y9999  	加權指數     	20151231	 8338.06
Y9999  	加權指數     	20160104	 8114.26
Y9999  	加權指數     	20160105	 8075.11
Y9999  	加權指數     	20160106	 7990.39
Y9999  	加權指數     	20160107	 7852.06
Y9999  	加權指數     	20160108	 7893.97
Y9999  	加權指數     	20160111	 7788.42
Y9999  	加權指數     	20160112	 7768.45
Y9999  	加權指數     	20160113	 7824.61
Y9999  	加權指數     	20160114	 7742.88
Y9999  	加權指數     	20160115	 7762.01
Y9999  	加權指數     	20160118	 7811.18
Y9999  	加權指數     	20160119	 7854.88
Y9999  	加權指數     	20160120	 7699.12
Y9999  	加權指數     	20160121	 7664.01
Y9999  	加權指數     	20160122	 7756.18
Y9999  	加權指數     	20160125	 7894.15
Y9999  	加權指數     	20160126	 7828.67
Y9999  	加權指數     	20160127	 7849.83
Y9999  	加權指數     	20160128	 7905.10
Y9999  	加權指數     	20160129	 8080.60
Y9999  	加權指數     	20160130	 8145.21
Y9999  	加權指數     	20160201	 8156.96
Y9999  	加權指數     	20160202	 8131.24
Y9999  	加權指數     	20160203	 8063.00
Y9999  	加權指數     	20160215	 8066.51
Y9999  	加權指數     	20160216	 8212.07
Y9999  	加權指數     	20160217	 8214.25
Y9999  	加權指數     	20160218	 8314.67
Y9999  	加權指數     	20160219	 8325.04
Y9999  	加權指數     	20160222	 8326.68
Y9999  	加權指數     	20160223	 8334.64
Y9999  	加權指數     	20160224	 8282.86
Y9999  	加權指數     	20160225	 8365.86
Y9999  	加權指數     	20160226	 8411.16
Y9999  	加權指數     	20160301	 8485.69
Y9999  	加權指數     	20160302	 8544.05
Y9999  	加權指數     	20160303	 8611.79
Y9999  	加權指數     	20160304	 8643.55
Y9999  	加權指數     	20160307	 8659.55
Y9999  	加權指數     	20160308	 8664.31
Y9999  	加權指數     	20160309	 8634.11
Y9999  	加權指數     	20160310	 8660.70
Y9999  	加權指數     	20160311	 8706.14
Y9999  	加權指數     	20160314	 8747.90
Y9999  	加權指數     	20160315	 8611.18
Y9999  	加權指數     	20160316	 8699.14
Y9999  	加權指數     	20160317	 8734.54
Y9999  	加權指數     	20160318	 8810.71
Y9999  	加權指數     	20160321	 8812.70
Y9999  	加權指數     	20160322	 8785.68
Y9999  	加權指數     	20160323	 8766.09
Y9999  	加權指數     	20160324	 8743.38
Y9999  	加權指數     	20160325	 8704.97
Y9999  	加權指數     	20160328	 8690.45
Y9999  	加權指數     	20160329	 8617.35
Y9999  	加權指數     	20160330	 8737.04
Y9999  	加權指數     	20160331	 8744.83
Y9999  	加權指數     	20160401	 8657.55
Y9999  	加權指數     	20160406	 8513.30
Y9999  	加權指數     	20160407	 8490.25
Y9999  	加權指數     	20160408	 8541.50
Y9999  	加權指數     	20160411	 8562.59
Y9999  	加權指數     	20160412	 8531.18
Y9999  	加權指數     	20160413	 8652.08
Y9999  	加權指數     	20160414	 8667.71
Y9999  	加權指數     	20160415	 8700.39
Y9999  	加權指數     	20160418	 8666.01
Y9999  	加權指數     	20160419	 8633.72
Y9999  	加權指數     	20160420	 8514.48
Y9999  	加權指數     	20160421	 8568.65
Y9999  	加權指數     	20160422	 8535.75
Y9999  	加權指數     	20160425	 8560.28
Y9999  	加權指數     	20160426	 8581.57
Y9999  	加權指數     	20160427	 8563.05
Y9999  	加權指數     	20160428	 8473.87
Y9999  	加權指數     	20160429	 8377.90
Y9999  	加權指數     	20160503	 8294.12
Y9999  	加權指數     	20160504	 8185.47
Y9999  	加權指數     	20160505	 8167.96
Y9999  	加權指數     	20160506	 8146.43
Y9999  	加權指數     	20160509	 8131.83
Y9999  	加權指數     	20160510	 8156.29
Y9999  	加權指數     	20160511	 8135.56
Y9999  	加權指數     	20160512	 8108.05
Y9999  	加權指數     	20160513	 8053.69
Y9999  	加權指數     	20160516	 8067.60
Y9999  	加權指數     	20160517	 8140.48
Y9999  	加權指數     	20160518	 8159.68
Y9999  	加權指數     	20160519	 8095.98
Y9999  	加權指數     	20160520	 8131.26
